Date,type,ticket_id,agent name,created time,end time,csat score,COR,main category,sub category,resolution time,First Response Time (min),SLA Met,Issue Severity,Escalated,User Type
2025-05-06,chat,302259,Amin,15:14,17:36,3,MY,Futures,Liquidation Dispute,142 min,57,Yes,High,Yes,Retail
2025-02-02,chat,302260,Khalid,10:24,14:02,3,ID,Withdrawal,Exceeded Limit,218 min,58,Yes,Medium,Yes,Retail
2025-11-21,chat,302261,Aya,12:16,12:57,5,PK,Card,ATM Withdrawal Failed,41 min,28,Yes,Low,No,Retail
2025-04-15,email,302262,Amin,01:13,03:04,2,QA,P2P,Payment Dispute,111 min,45,No,High,No,Retail
2025-06-08,chat,302263,Lina,04:42,07:32,2,DE,Trading,Slippage Concern,170 min,18,Yes,Urgent,No,Retail
2025-05-03,email,302264,Sara,04:18,06:47,2,PK,Card,Card Declined,149 min,34,Yes,Medium,No,Retail
2025-12-09,email,302265,Mohannad,17:29,19:42,5,UK,Futures,Liquidation Dispute,133 min,60,Yes,Low,No,VIP
2025-09-23,chat,302266,Amin,13:51,14:23,4,DE,Card,Card Not Received,32 min,24,Yes,Urgent,No,Institutional
2025-03-08,email,302267,Omar,14:20,15:42,2,MY,Security Setting,2FA Reset,82 min,36,No,Urgent,Yes,Retail
2025-03-15,chat,302268,Sara,11:41,11:55,5,MY,Verification,Source of Funds,14 min,4,Yes,Low,No,Retail
2025-05-07,email,302269,Fatima,21:05,23:55,5,QA,Verification,POA Review,170 min,43,Yes,Low,No,Retail
2025-09-12,chat,302270,Khalid,09:18,11:24,5,AE,Deposit,Internal Transfer Pending,126 min,3,Yes,Low,No,Retail
2025-06-22,chat,302271,Fatima,10:05,11:14,4,PK,P2P,Payment Dispute,69 min,49,Yes,Medium,No,Retail
2025-09-22,email,302272,Aya,20:14,21:39,2,SA,P2P,Appeal Order,85 min,35,Yes,Medium,Yes,Retail
2025-02-01,email,302273,Amin,07:48,11:28,4,BH,Card,Card Declined,220 min,33,Yes,Low,No,Retail
2025-04-26,email,302274,Khalid,11:10,13:19,1,MY,Trading,Slippage Concern,129 min,22,No,Medium,No,Retail
2025-07-19,chat,302275,Amin,20:05,21:51,4,EG,Card,Card Not Received,106 min,44,Yes,Medium,No,Retail
2025-02-28,email,302276,Fatima,05:36,09:19,3,EG,Verification,Level 2 KYC,223 min,50,No,High,No,Retail
2025-12-13,chat,302277,Amin,05:06,08:03,5,KW,Trading,Order Rejected,177 min,51,Yes,Urgent,Yes,Retail
2025-02-15,email,302278,Lina,19:48,20:47,5,DE,Trading,Order Not Filled,59 min,12,Yes,High,No,Retail
2025-01-12,email,302279,Fatima,18:39,20:37,4,QA,Withdrawal,Exceeded Limit,118 min,12,Yes,Low,No,VIP
2025-01-04,email,302280,Omar,02:38,06:34,5,SA,Futures,PNL Not Updated,236 min,24,Yes,Medium,No,Retail
2025-09-24,chat,302281,Aya,06:29,10:28,3,KW,Deposit,On?chain Pending,239 min,18,No,Medium,No,Retail
2025-08-29,email,302282,Lina,14:51,18:05,5,SA,Referral,Referral Code Not Applied,194 min,49,Yes,Medium,No,Retail
2025-10-02,email,302283,Yousef,15:19,18:31,4,UK,Deposit,Unsupported Token,192 min,47,Yes,Urgent,Yes,Retail
2025-11-30,email,302284,Khalid,12:31,12:46,3,BH,Security Setting,2FA Reset,15 min,6,Yes,Medium,No,VIP
2025-11-11,chat,302285,Fatima,06:47,08:58,4,QA,Card,ATM Withdrawal Failed,131 min,49,Yes,Medium,No,Retail
2025-08-19,email,302286,Fatima,11:37,12:06,4,KW,Deposit,Internal Transfer Pending,29 min,19,Yes,Medium,No,Retail
2025-10-20,chat,302287,Khalid,00:26,04:19,4,AE,Withdrawal,Exceeded Limit,233 min,48,Yes,Medium,No,Retail
2025-04-25,chat,302288,Mohannad,16:39,19:38,3,SA,Security Setting,2FA Disabled,179 min,9,Yes,Urgent,No,Retail
2025-03-13,chat,302289,Omar,05:11,06:26,5,IN,Referral,Missing Referral Bonus,75 min,13,Yes,Medium,No,Retail
2025-04-01,chat,302290,Yousef,15:11,17:41,3,UK,Card,Card Not Received,150 min,32,No,Urgent,No,Retail
2025-02-18,chat,302291,Lina,04:59,06:42,5,QA,P2P,Order Stuck,103 min,47,Yes,Low,No,VIP
2025-04-12,chat,302292,Aya,19:57,20:20,5,TR,Verification,Level 1 KYC,23 min,2,Yes,Low,No,Retail
2025-01-13,chat,302293,Aya,09:22,11:11,3,MY,Referral,Referral Code Not Applied,109 min,33,Yes,Medium,No,Retail
2025-12-16,chat,302294,Nour,12:10,15:47,5,BH,Withdrawal,On?chain Pending,217 min,10,Yes,Medium,No,Institutional
2025-05-29,chat,302295,Amin,16:16,16:49,3,BH,Verification,ID Mismatch,33 min,29,Yes,Medium,No,Retail
2025-04-23,chat,302296,Khalid,04:44,06:11,3,TR,Withdrawal,Wrong Tag/Memo,87 min,56,Yes,High,Yes,Retail
2025-08-19,chat,302297,Sara,03:17,06:00,2,QA,Referral,Referral Code Not Applied,163 min,36,No,High,Yes,VIP
2025-09-25,chat,302298,Lina,16:17,19:25,5,EG,Security Setting,Change Password,188 min,4,Yes,Medium,No,VIP
2025-03-30,chat,302299,Fatima,07:27,08:42,3,SA,Card,Card Declined,75 min,39,No,Medium,Yes,Retail
2025-03-03,chat,302300,Khalid,23:19,23:54,4,BH,Referral,Missing Referral Bonus,35 min,19,Yes,Low,No,Retail
2025-10-26,chat,302301,Mohannad,03:39,06:28,4,DE,Verification,Level 2 KYC,169 min,10,Yes,High,No,Retail
2025-09-30,chat,302302,Mohannad,17:33,17:45,4,TR,P2P,Payment Dispute,12 min,9,Yes,Medium,No,Institutional
2025-05-01,chat,302303,Amin,16:17,18:22,4,EG,Withdrawal,Exceeded Limit,125 min,22,Yes,Low,No,Retail
2025-06-02,chat,302304,Lina,00:06,00:58,5,QA,Card,Card Not Received,52 min,45,Yes,Medium,Yes,Retail
2025-09-02,chat,302305,Sara,19:33,20:27,5,DE,Spot,Unable to Sell,54 min,6,Yes,Urgent,No,Retail
2025-02-23,chat,302306,Yousef,18:00,19:43,3,QA,Verification,Level 1 KYC,103 min,11,Yes,High,No,Retail
2025-05-25,chat,302307,Khalid,00:07,03:00,4,TR,Deposit,Unsupported Token,173 min,37,Yes,High,No,VIP
2025-08-23,chat,302308,Fatima,19:15,19:50,4,IN,Spot,Insufficient Balance,35 min,8,Yes,High,Yes,Retail
2025-01-01,chat,302309,Amin,09:10,12:47,5,SA,Card,Card Not Received,217 min,4,No,High,Yes,Retail
2025-01-13,chat,302310,Aya,09:49,12:13,4,UK,Security Setting,Login Alerts,144 min,1,Yes,Low,No,VIP
2025-07-21,email,302311,Sara,13:57,14:23,5,ID,Spot,Fee Dispute,26 min,2,Yes,Low,No,VIP
2025-12-03,chat,302312,Mohannad,23:13,23:23,4,MY,Verification,Source of Funds,10 min,4,Yes,Low,No,VIP
2025-11-26,email,302313,Mohannad,03:51,06:08,5,MY,Futures,Liquidation Dispute,137 min,8,Yes,Low,No,VIP
2025-11-20,chat,302314,Aya,22:06,23:57,1,MY,Futures,Margin Call,111 min,20,No,Low,No,Retail
2025-06-28,chat,302315,Aya,21:38,22:11,2,BH,Security Setting,Anti?Phishing Code,33 min,9,No,Medium,Yes,Retail
2025-10-24,chat,302316,Mohannad,14:20,15:01,5,TR,Withdrawal,Rejected by Bank,41 min,11,Yes,Medium,No,VIP
2025-01-01,chat,302317,Fatima,17:14,20:47,4,EG,Withdrawal,Bank Delay,213 min,41,Yes,Medium,No,VIP
2025-05-19,chat,302318,Omar,12:36,14:39,4,EG,Verification,ID Mismatch,123 min,26,Yes,Low,No,VIP
2025-10-15,chat,302319,Aya,21:38,23:55,3,TR,Security Setting,2FA Reset,137 min,56,No,Medium,No,Retail
2025-07-06,email,302320,Nour,08:52,09:45,5,AE,Withdrawal,Exceeded Limit,53 min,9,Yes,Medium,No,Retail
2025-03-13,chat,302321,Mohannad,04:31,07:04,5,DE,Deposit,Tag/Memo Missing,153 min,33,Yes,Medium,No,Retail
2025-12-30,chat,302322,Sara,02:12,03:15,4,MY,Futures,Liquidation Dispute,63 min,58,Yes,Medium,No,Retail
2025-08-05,chat,302323,Fatima,03:02,03:57,4,MY,Withdrawal,Rejected by Bank,55 min,34,Yes,Low,No,Retail
2025-03-02,chat,302324,Khalid,05:10,06:56,4,BH,Security Setting,2FA Disabled,106 min,19,Yes,Medium,No,Retail
2025-03-04,email,302325,Yousef,05:17,08:13,4,IN,Card,Card Declined,176 min,38,No,High,No,Retail
2025-06-01,chat,302326,Nour,13:11,15:34,5,KW,Verification,Level 1 KYC,143 min,36,Yes,Low,No,Retail
2025-03-07,chat,302327,Mohannad,05:19,08:13,5,SA,Spot,Price Chart Issue,174 min,56,Yes,High,Yes,VIP
2025-11-14,email,302328,Aya,18:29,21:24,3,PK,Withdrawal,Rejected by Bank,175 min,60,No,Low,Yes,Retail
2025-02-17,chat,302329,Nour,19:04,19:09,2,AE,Futures,Liquidation Dispute,5 min,3,No,High,No,VIP
2025-11-10,chat,302330,Amin,12:17,14:11,4,EG,Deposit,Internal Transfer Pending,114 min,7,Yes,Medium,No,Retail
2025-12-14,chat,302331,Nour,01:28,05:01,5,SA,P2P,Payment Not Received,213 min,27,Yes,Low,No,Retail
2025-05-03,chat,302332,Amin,15:22,16:49,4,UK,P2P,Order Stuck,87 min,32,Yes,Low,No,Retail
2025-04-17,email,302333,Omar,14:56,17:07,5,IN,Deposit,Tag/Memo Missing,131 min,45,Yes,Medium,No,Retail
2025-08-22,email,302334,Nour,22:26,23:25,2,DE,Security Setting,2FA Disabled,59 min,44,Yes,Medium,No,Retail
2025-08-09,chat,302335,Sara,20:39,20:57,3,KW,Security Setting,2FA Reset,18 min,5,Yes,Medium,Yes,Retail
2025-02-12,chat,302336,Yousef,18:48,22:15,3,EG,Spot,Price Chart Issue,207 min,50,Yes,Low,No,Retail
2025-07-07,chat,302337,Aya,06:21,09:24,5,KW,Referral,Missing Referral Bonus,183 min,38,Yes,Medium,No,Institutional
2025-03-22,chat,302338,Yousef,21:07,22:09,3,IN,Referral,Referral Code Not Applied,62 min,13,No,High,No,VIP
2025-01-17,email,302339,Sara,11:31,13:40,2,SA,Trading,Order Rejected,129 min,47,No,Low,No,Internal
2025-02-28,chat,302340,Nour,23:57,23:59,3,DE,Futures,Liquidation Dispute,2 min,2,No,Urgent,No,Retail
2025-05-03,chat,302341,Yousef,09:19,11:30,2,QA,Spot,Price Chart Issue,131 min,17,Yes,Medium,Yes,VIP
2025-10-25,email,302342,Lina,21:27,22:36,4,IN,Trading,Order Not Filled,69 min,58,Yes,High,Yes,Retail
2025-07-10,email,302343,Mohannad,11:56,12:01,5,IN,P2P,Order Stuck,5 min,5,Yes,Low,No,Retail
2025-12-06,chat,302344,Yousef,20:16,22:53,3,DE,P2P,Wrong Amount Sent,157 min,8,No,Medium,No,Retail
2025-01-08,chat,302345,Amin,04:50,06:32,4,TR,Withdrawal,Bank Delay,102 min,36,Yes,Medium,No,Retail
2025-08-09,chat,302346,Khalid,02:15,02:29,3,SA,Security Setting,Change Password,14 min,5,No,High,No,Retail
2025-10-23,email,302347,Khalid,17:56,21:12,5,SA,Security Setting,Login Alerts,196 min,16,Yes,Medium,No,Retail
2025-03-01,chat,302348,Nour,09:31,09:46,1,IN,Security Setting,2FA Reset,15 min,15,No,High,No,Retail
2025-10-02,chat,302349,Omar,22:01,23:19,4,DE,Referral,Referral Code Not Applied,78 min,49,Yes,Medium,No,Retail
2025-07-26,chat,302350,Omar,02:47,03:03,5,IN,Withdrawal,Exceeded Limit,16 min,15,Yes,Medium,No,Retail
2025-08-20,email,302351,Fatima,16:21,19:34,5,AE,Trading,Order Not Filled,193 min,36,Yes,Medium,No,Retail
2025-04-21,email,302352,Aya,09:08,10:50,3,KW,Withdrawal,Rejected by Bank,102 min,49,No,Medium,Yes,Retail
2025-08-21,email,302353,Yousef,17:28,21:25,1,AE,Futures,Liquidation Dispute,237 min,2,Yes,Low,No,Retail
2025-06-14,chat,302354,Lina,09:20,11:12,4,MY,Trading,Price Discrepancy,112 min,41,Yes,Low,No,Retail
2025-10-16,email,302355,Omar,17:59,21:40,2,IN,Trading,Price Discrepancy,221 min,60,No,High,Yes,VIP
2025-04-18,chat,302356,Mohannad,21:56,23:50,4,BH,Withdrawal,Bank Delay,114 min,48,Yes,Medium,No,Retail
2025-09-16,chat,302357,Yousef,02:46,04:20,5,ID,Card,ATM Withdrawal Failed,94 min,11,Yes,Medium,No,VIP
2025-07-25,email,302358,Amin,01:08,03:18,5,SA,Spot,Insufficient Balance,130 min,2,Yes,Medium,No,VIP
2025-08-22,chat,302359,Lina,01:33,02:46,2,AE,Card,Cashback Missing,73 min,58,Yes,Medium,No,Retail
2025-06-29,chat,302360,Omar,12:22,16:20,3,UK,Referral,Tier Upgrade Issue,238 min,42,No,Urgent,Yes,Institutional
2025-01-04,chat,302361,Sara,04:58,06:07,4,DE,P2P,Wrong Amount Sent,69 min,28,Yes,Medium,No,Retail
2025-11-30,email,302362,Aya,08:10,11:45,4,BH,Withdrawal,Bank Delay,215 min,6,Yes,Medium,No,Retail
2025-11-11,chat,302363,Mohannad,15:40,18:37,5,MY,Card,Card Declined,177 min,37,Yes,Medium,No,Retail
2025-06-10,chat,302364,Yousef,07:44,09:31,5,BH,Card,ATM Withdrawal Failed,107 min,59,Yes,Medium,Yes,Retail
2025-02-18,email,302365,Nour,04:30,05:56,5,IN,Deposit,On?chain Pending,86 min,32,Yes,Low,No,Retail
2025-03-18,chat,302366,Omar,12:47,13:14,5,IN,P2P,Payment Dispute,27 min,6,No,Medium,No,Retail
2025-01-22,chat,302367,Fatima,07:08,07:59,2,TR,Referral,Tier Upgrade Issue,51 min,43,No,High,Yes,Retail
2025-11-22,chat,302368,Nour,13:53,14:28,5,IN,Trading,Order Rejected,35 min,34,Yes,Medium,No,Retail
2025-11-20,chat,302369,Omar,13:03,15:49,3,IN,Verification,Level 2 KYC,166 min,43,Yes,Low,No,Retail
2025-12-02,chat,302370,Omar,10:12,13:47,5,PK,Withdrawal,On?chain Pending,215 min,6,Yes,Low,No,Retail
2025-02-16,email,302371,Fatima,09:36,09:57,5,MY,Card,ATM Withdrawal Failed,21 min,20,Yes,Medium,Yes,VIP
2025-06-22,chat,302372,Sara,21:30,23:59,3,BH,Trading,Order Not Filled,149 min,21,Yes,Medium,No,Retail
2025-09-09,email,302373,Amin,15:47,17:19,4,ID,Futures,Leverage Issue,92 min,12,Yes,High,No,Institutional
2025-08-23,chat,302374,Fatima,01:32,04:09,5,ID,Trading,Slippage Concern,157 min,56,Yes,High,Yes,VIP
2025-03-13,chat,302375,Omar,04:24,07:12,4,AE,Deposit,Internal Transfer Pending,168 min,34,Yes,Medium,No,Retail
2025-05-30,email,302376,Yousef,23:59,23:59,4,ID,Referral,Missing Referral Bonus,5 min,2,No,Low,No,Retail
2025-06-16,chat,302377,Lina,22:53,23:26,4,DE,Security Setting,Login Alerts,33 min,3,Yes,Medium,Yes,Retail
2025-08-05,email,302378,Sara,19:16,19:43,3,KW,Deposit,Unsupported Token,27 min,24,No,High,Yes,Retail
2025-03-15,email,302379,Nour,07:05,07:41,4,PK,Trading,Order Rejected,36 min,11,Yes,Medium,No,Retail
2025-05-25,email,302380,Omar,15:35,15:55,4,SA,Withdrawal,Exceeded Limit,20 min,6,Yes,Low,No,Retail
2025-05-03,chat,302381,Yousef,16:59,18:44,3,PK,Card,Card Not Received,105 min,51,Yes,Low,Yes,VIP
2025-03-30,chat,302382,Sara,10:55,13:52,5,EG,Withdrawal,Wrong Tag/Memo,177 min,41,Yes,High,No,Retail
2025-05-19,chat,302383,Fatima,21:19,22:46,4,UK,Verification,Source of Funds,87 min,41,Yes,Medium,No,VIP
2025-10-01,chat,302384,Mohannad,03:12,03:49,4,IN,Trading,Order Not Filled,37 min,28,Yes,Low,No,Retail
2025-06-07,chat,302385,Mohannad,19:07,19:46,4,MY,Verification,Source of Funds,39 min,4,Yes,High,Yes,VIP
2025-01-15,email,302386,Yousef,02:17,03:55,3,EG,Referral,Missing Referral Bonus,98 min,28,Yes,Medium,No,Retail
2025-02-10,chat,302387,Aya,10:15,13:10,4,PK,Deposit,Tag/Memo Missing,175 min,6,Yes,Low,No,Retail
2025-08-10,email,302388,Khalid,12:16,16:04,2,ID,Spot,Price Chart Issue,228 min,38,No,Medium,No,Retail
2025-12-11,chat,302389,Omar,21:31,23:51,4,UK,Referral,Missing Referral Bonus,140 min,21,Yes,Medium,No,Retail
2025-12-08,chat,302390,Amin,05:11,08:41,4,IN,Deposit,Internal Transfer Pending,210 min,48,Yes,Low,No,Retail
2025-03-06,email,302391,Omar,17:33,18:21,4,DE,Spot,Price Chart Issue,48 min,25,Yes,Medium,No,Internal
2025-12-25,chat,302392,Sara,19:36,22:11,5,AE,Verification,Level 1 KYC,155 min,30,Yes,Low,No,Institutional
2025-12-23,chat,302393,Khalid,10:02,13:24,3,MY,P2P,Wrong Amount Sent,202 min,45,No,High,Yes,VIP
2025-08-18,chat,302394,Amin,06:27,06:53,5,IN,Withdrawal,On?chain Pending,26 min,4,Yes,Medium,No,VIP
2025-07-29,email,302395,Lina,07:21,09:12,1,SA,Referral,Missing Referral Bonus,111 min,38,No,Low,No,Retail
2025-01-25,email,302396,Aya,19:06,20:52,5,MY,Withdrawal,Bank Delay,106 min,60,No,Low,No,Retail
2025-03-16,email,302397,Yousef,07:31,10:25,4,UK,Withdrawal,On?chain Pending,174 min,10,Yes,Medium,No,Retail
2025-04-18,email,302398,Omar,16:38,19:54,5,AE,Withdrawal,Bank Delay,196 min,11,Yes,High,Yes,Retail
2025-06-20,chat,302399,Omar,14:07,15:35,4,AE,Verification,Level 1 KYC,88 min,30,Yes,Low,Yes,Retail
2025-12-24,chat,302400,Yousef,09:19,11:49,3,KW,Referral,Tier Upgrade Issue,150 min,24,Yes,Medium,No,VIP
2025-11-17,chat,302401,Lina,02:40,05:32,4,TR,Futures,Leverage Issue,172 min,44,Yes,High,No,Retail
2025-09-07,chat,302402,Amin,08:00,09:34,3,DE,Deposit,Tag/Memo Missing,94 min,21,No,High,No,Retail
2025-08-04,email,302403,Sara,03:17,05:13,2,AE,Deposit,On?chain Pending,116 min,36,Yes,Low,No,Retail
2025-02-14,chat,302404,Amin,08:29,10:39,4,MY,Deposit,Unsupported Token,130 min,23,Yes,Low,No,Institutional
2025-09-23,chat,302405,Sara,19:32,20:44,4,UK,Security Setting,Change Password,72 min,16,Yes,Low,No,Retail
2025-01-27,chat,302406,Aya,17:02,20:21,3,IN,Futures,Margin Call,199 min,52,Yes,Medium,No,Internal
2025-02-26,chat,302407,Nour,02:17,03:08,5,QA,Trading,Slippage Concern,51 min,16,Yes,Medium,No,Retail
2025-02-20,chat,302408,Mohannad,07:32,07:55,3,IN,Referral,Tier Upgrade Issue,23 min,7,Yes,Medium,No,Institutional
2025-03-02,chat,302409,Amin,08:32,09:13,4,UK,Spot,Unable to Sell,41 min,33,Yes,High,No,Retail
2025-10-05,email,302410,Yousef,16:15,16:42,5,BH,Deposit,On?chain Pending,27 min,13,Yes,Medium,No,VIP
2025-02-07,chat,302411,Aya,23:56,23:59,5,KW,Trading,Order Not Filled,3 min,2,Yes,Urgent,No,Retail
2025-10-23,chat,302412,Aya,03:44,06:04,5,ID,Spot,Fee Dispute,140 min,3,Yes,Medium,No,Retail
2025-03-24,chat,302413,Omar,06:36,10:34,3,MY,Referral,Tier Upgrade Issue,238 min,53,No,High,No,VIP
2025-10-07,chat,302414,Aya,13:50,14:04,5,ID,P2P,Appeal Order,14 min,9,Yes,Medium,No,Retail
2025-11-24,chat,302415,Fatima,16:03,17:27,3,EG,Trading,Slippage Concern,84 min,18,Yes,Medium,No,Institutional
2025-09-19,chat,302416,Mohannad,15:20,17:01,4,ID,Trading,Slippage Concern,101 min,28,Yes,Medium,Yes,Retail
2025-02-16,chat,302417,Aya,06:30,09:54,5,EG,Card,Card Not Received,204 min,57,Yes,Low,No,Retail
2025-10-19,chat,302418,Lina,14:49,16:51,5,UK,Trading,Price Discrepancy,122 min,36,Yes,Low,No,VIP
2025-09-27,chat,302419,Omar,14:19,14:25,4,UK,P2P,Order Stuck,6 min,3,Yes,High,No,Retail
2025-10-11,chat,302420,Lina,13:52,14:38,3,EG,Verification,Level 1 KYC,46 min,44,Yes,High,No,Retail
2025-08-19,email,302421,Yousef,10:55,11:22,4,MY,Card,Card Not Received,27 min,19,Yes,Low,No,Retail
2025-06-18,chat,302422,Khalid,20:19,22:17,5,DE,Deposit,Tag/Memo Missing,118 min,17,Yes,Medium,No,VIP
2025-12-18,chat,302423,Khalid,15:38,18:42,3,AE,Card,Card Not Received,184 min,13,Yes,Low,No,Retail
2025-10-05,chat,302424,Mohannad,00:33,03:05,4,MY,Security Setting,2FA Reset,152 min,5,Yes,Low,No,Retail
2025-10-31,chat,302425,Lina,02:31,04:42,4,BH,Verification,POA Review,131 min,16,Yes,Medium,No,Retail
2025-02-06,chat,302426,Omar,20:34,22:40,5,UK,Spot,Fee Dispute,126 min,34,Yes,Low,No,Retail
2025-08-06,chat,302427,Mohannad,01:44,04:51,4,IN,Deposit,On?chain Pending,187 min,56,Yes,High,No,Institutional
2025-11-08,chat,302428,Khalid,02:09,05:58,4,KW,Futures,Margin Call,229 min,37,No,Medium,Yes,Retail
2025-09-10,email,302429,Lina,22:34,22:41,5,TR,P2P,Wrong Amount Sent,7 min,4,Yes,Low,No,VIP
2025-10-25,chat,302430,Nour,23:20,23:42,5,ID,P2P,Wrong Amount Sent,22 min,13,Yes,Medium,No,Retail
2025-10-06,email,302431,Mohannad,22:27,22:53,5,BH,Deposit,Unsupported Token,26 min,8,Yes,High,No,Retail
2025-10-13,chat,302432,Khalid,14:22,15:00,2,TR,P2P,Appeal Order,38 min,21,Yes,Low,No,Retail
2025-06-27,chat,302433,Aya,16:01,18:43,4,IN,Security Setting,2FA Reset,162 min,34,Yes,Low,No,Retail
2025-01-24,email,302434,Omar,16:13,16:46,5,ID,Card,Card Not Received,33 min,8,Yes,Low,No,Retail
2025-08-06,chat,302435,Lina,21:25,22:53,4,SA,Deposit,Unsupported Token,88 min,46,Yes,Low,No,VIP
2025-11-30,email,302436,Fatima,13:42,14:17,5,UK,Security Setting,Login Alerts,35 min,21,Yes,Low,No,Retail
2025-04-08,chat,302437,Amin,14:03,14:09,4,QA,Trading,Order Not Filled,6 min,4,Yes,Urgent,No,Retail
2025-05-10,chat,302438,Nour,04:59,06:32,5,KW,Futures,PNL Not Updated,93 min,39,Yes,Medium,No,Retail
2025-03-04,chat,302439,Amin,00:29,03:10,1,IN,Futures,PNL Not Updated,161 min,8,Yes,Medium,No,VIP
2025-09-08,chat,302440,Mohannad,09:13,09:49,4,PK,P2P,Order Stuck,36 min,8,Yes,Low,No,Retail
2025-05-26,chat,302441,Omar,22:08,23:12,5,QA,Verification,Source of Funds,64 min,7,No,High,No,Retail
2025-08-25,chat,302442,Yousef,02:22,04:34,3,QA,Trading,Order Rejected,132 min,31,Yes,Medium,No,Retail
2025-03-21,chat,302443,Omar,04:49,08:32,3,AE,Trading,Order Rejected,223 min,1,Yes,High,No,VIP
2025-09-26,email,302444,Sara,09:03,12:48,5,EG,P2P,Appeal Order,225 min,31,Yes,Low,No,Retail
2025-05-19,email,302445,Fatima,09:21,11:13,3,KW,Verification,Level 1 KYC,112 min,56,No,High,Yes,VIP
2025-12-16,chat,302446,Omar,05:48,09:45,4,BH,Card,Cashback Missing,237 min,14,Yes,Medium,Yes,VIP
2025-06-19,email,302447,Nour,17:59,20:19,2,UK,Deposit,Tag/Memo Missing,140 min,37,No,Low,No,VIP
2025-05-28,chat,302448,Fatima,15:54,19:24,1,DE,P2P,Wrong Amount Sent,210 min,19,No,Urgent,Yes,Retail
2025-08-29,chat,302449,Aya,01:48,03:39,4,IN,P2P,Payment Dispute,111 min,25,Yes,High,No,Retail
2025-01-31,chat,302450,Khalid,18:33,20:22,3,DE,Spot,Price Chart Issue,109 min,5,No,Medium,No,VIP
2025-07-24,chat,302451,Amin,03:22,06:54,5,SA,Spot,Fee Dispute,212 min,47,Yes,Low,No,Retail
2025-09-07,email,302452,Khalid,02:31,04:03,5,IN,Spot,Fee Dispute,92 min,55,Yes,High,Yes,Retail
2025-01-17,chat,302453,Khalid,23:57,23:59,2,TR,Verification,Source of Funds,2 min,2,No,Low,No,Retail
2025-07-05,email,302454,Yousef,17:34,20:37,4,EG,Withdrawal,Bank Delay,183 min,45,Yes,Medium,No,Retail
2025-05-31,chat,302455,Omar,07:12,09:15,3,IN,Withdrawal,Rejected by Bank,123 min,39,No,Low,No,VIP
2025-02-10,chat,302456,Fatima,05:10,08:01,5,SA,Spot,Unable to Sell,171 min,2,No,Medium,No,Retail
2025-01-07,email,302457,Mohannad,15:10,16:03,4,BH,P2P,Wrong Amount Sent,53 min,15,Yes,High,No,VIP
2025-02-27,chat,302458,Yousef,11:59,13:35,5,IN,Verification,ID Mismatch,96 min,56,No,Medium,Yes,Retail
2025-10-03,chat,302459,Amin,11:14,14:51,3,DE,Futures,PNL Not Updated,217 min,47,Yes,Medium,No,Retail
2025-09-14,email,302460,Fatima,04:05,04:22,5,QA,Referral,Tier Upgrade Issue,17 min,11,Yes,Medium,No,Retail
2025-02-27,email,302461,Sara,08:01,08:57,4,MY,Trading,Order Rejected,56 min,54,Yes,High,No,VIP
2025-10-25,chat,302462,Khalid,17:52,18:35,5,TR,Trading,Price Discrepancy,43 min,29,Yes,Medium,No,Retail
2025-11-26,chat,302463,Amin,00:03,01:23,3,AE,Futures,Leverage Issue,80 min,47,Yes,High,No,Retail
2025-02-23,email,302464,Khalid,17:30,21:04,4,UK,Trading,Order Not Filled,214 min,50,Yes,High,No,VIP
2025-07-24,chat,302465,Amin,18:41,21:26,5,QA,Spot,Fee Dispute,165 min,19,No,Medium,No,Retail
2025-02-08,chat,302466,Amin,02:57,06:23,4,UK,Card,Card Declined,206 min,44,No,Low,Yes,VIP
2025-07-21,chat,302467,Aya,09:57,12:39,5,AE,P2P,Wrong Amount Sent,162 min,8,Yes,Low,No,Retail
2025-07-21,chat,302468,Amin,07:30,10:44,4,MY,Referral,Tier Upgrade Issue,194 min,28,Yes,High,No,VIP
2025-05-05,email,302469,Amin,21:30,21:38,4,UK,Deposit,On?chain Pending,8 min,1,No,Medium,No,Retail
2025-05-25,email,302470,Fatima,20:59,23:25,4,ID,Futures,Liquidation Dispute,146 min,44,Yes,High,No,Institutional
2025-01-11,chat,302471,Lina,11:47,14:31,3,SA,Security Setting,2FA Disabled,164 min,30,Yes,Medium,No,Retail
2025-08-03,chat,302472,Khalid,12:48,14:53,4,QA,Referral,Referral Code Not Applied,125 min,60,Yes,Medium,No,Retail
2025-12-17,chat,302473,Lina,22:31,23:49,3,ID,Security Setting,Change Password,78 min,60,No,Medium,No,Retail
2025-03-14,chat,302474,Omar,12:24,15:49,3,IN,Withdrawal,Bank Delay,205 min,45,Yes,Medium,No,Retail
2025-10-06,email,302475,Nour,07:23,07:42,3,IN,Security Setting,2FA Reset,19 min,13,No,High,Yes,Retail
2025-01-26,chat,302476,Sara,16:02,17:52,5,ID,Deposit,Tag/Memo Missing,110 min,14,Yes,Medium,No,Retail
2025-01-08,chat,302477,Fatima,01:18,03:14,3,DE,Futures,PNL Not Updated,116 min,26,Yes,Low,No,Retail
2025-06-01,chat,302478,Fatima,17:45,19:28,3,SA,Spot,Insufficient Balance,103 min,47,Yes,Medium,No,VIP
2025-05-18,email,302479,Khalid,20:14,23:54,4,EG,Withdrawal,Exceeded Limit,220 min,24,Yes,Medium,Yes,Retail
2025-01-11,chat,302480,Fatima,13:22,17:17,5,QA,Trading,Slippage Concern,235 min,48,Yes,Medium,No,VIP
